Submission Date,Username,Level,Team,Total XP,Your XP Screenshot:,Collector Badge,Your Collector Badge Screenshot:,Jogger Badge,Your Jogger Badge Screenshot:,Breeder Badge,Your Breeder Badge Screenshot:,No Label,IP,Submission ID,Edit Link
2017-04-15 13:03:33,Leileipad,34,Mystic,116100,[IMG_6469.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/729e447IMG_6469.PNG,13183,[IMG_6470.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/7250ebfIMG_6470.PNG,,,,,,204.48.76.45,3680886135465337813,Edit Submission
2017-04-15 13:04:01,longjonsplinter,33,Instinct,600686,[IMG_1367.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/90b68eaIMG_1367.PNG,12141,[IMG_1369.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/906ce28IMG_1369.PNG,1528.6,[IMG_1368.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/8fe6f86IMG_1368.PNG,551,[IMG_1370.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/902906fIMG_1370.PNG,,184.151.246.138,3680886418312011225,Edit Submission
2017-04-15 13:04:09,Soonet,30,Mystic,455188,[IMG_9985.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/24e6a3fIMG_9985.PNG,5707,[IMG_9986.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/32c62a8IMG_9986.PNG,826.5,[IMG_9987.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/57be4d1IMG_9987.PNG,552,[IMG_9989.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/7c72b9cIMG_9989.PNG,,24.114.93.161,3680886491616566442,Edit Submission
2017-04-15 13:04:20,KennDemon,27,Instinct,178915,[IMG_0399.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/a2eebd9IMG_0399.PNG,2624,[IMG_0400.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/a152ff0IMG_0400.PNG,346.5,[IMG_0402.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/a13f3c4IMG_0402.PNG,197,[IMG_0403.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/a143c8cIMG_0403.PNG,,142.169.78.150,3680886600517244624,Edit Submission
2017-04-15 13:05:03,likejagger5,33,Valor,179659,[Capture+_2017-04-15-14-02-05.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/72f18c3Capture%2B_2017-04-15-14-02-05.png,10097,[Capture+_2017-04-15-14-02-25.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/8a608acCapture%2B_2017-04-15-14-02-25.png,1137.9,[Capture+_2017-04-15-14-02-16.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/a419bf2Capture%2B_2017-04-15-14-02-16.png,341,[Capture+_2017-04-15-14-02-38.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/bf7ec1eCapture%2B_2017-04-15-14-02-38.png,,184.151.246.157,3680887037515831953,Edit Submission
2017-04-15 13:05:40,Graf3nb3rg,40,Instinct,21236424,[IMG_3289.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/c25ff72IMG_3289.PNG,40363,,2566.6,,1108,,,184.151.246.254,3680887394523805253,Edit Submission
2017-04-15 13:06:46,Shouganai,33,Mystic,714925,[Screenshot_20170415-140101.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/eedba5bScreenshot_20170415-140101.png,10311,[Screenshot_20170415-140107.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/0429dbdScreenshot_20170415-140107.png,1096.9,[Screenshot_20170415-140127.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/1c91cb7Screenshot_20170415-140127.png,500,[Screenshot_20170415-140120.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/330a238Screenshot_20170415-140120.png,,24.114.92.169,3680888069614054955,Edit Submission
2017-04-15 13:08:27,Frankiehokage,33,Valor,177077,[Capture+_2017-04-15-14-05-32.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/547f744Capture%2B_2017-04-15-14-05-32.png,10476,[Capture+_2017-04-15-14-05-55.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/67eb8e1Capture%2B_2017-04-15-14-05-55.png,1112.3,[Capture+_2017-04-15-14-05-45.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/8426561Capture%2B_2017-04-15-14-05-45.png,320,[Capture+_2017-04-15-14-06-10.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/9830aa6Capture%2B_2017-04-15-14-06-10.png,,142.169.78.137,3680889077316778389,Edit Submission
2017-04-15 13:09:03,Superhound,29,Instinct,198497,[IMG_3010.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/442c45fIMG_3010.PNG,4907,[IMG_3011.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/6b8fb19IMG_3011.PNG,711.8,[IMG_3012.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/9457129IMG_3012.PNG,223,[IMG_3013.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/bbe0cc9IMG_3013.PNG,,142.169.78.239,3680889439327409814,Edit Submission
2017-04-15 13:09:29,Avalai,30,Instinct,234315,,6640,,574.3,,150,,,184.151.246.85,3680889695869841001,Edit Submission
2017-04-15 13:09:34,Krys82105d,29,Mystic,33898,[Screenshot_2017-04-15-14-05-21.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/ddaf0b7Screenshot_2017-04-15-14-05-21.png,3432,[Screenshot_2017-04-15-14-04-48.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/dd7c1d1Screenshot_2017-04-15-14-04-48.png,591.4,[Screenshot_2017-04-15-14-05-12.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/dd7adc4Screenshot_2017-04-15-14-05-12.png,688,[Screenshot_2017-04-15-14-04-58.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/dd8b9bfScreenshot_2017-04-15-14-04-58.png,,184.151.246.117,3680889747114043687,Edit Submission
2017-04-15 13:09:50,datasprite12,25,Mystic,716241,[Screenshot_2017-04-15-14-06-48.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/ad09361Screenshot_2017-04-15-14-06-48.png,1579,[Screenshot_2017-04-15-14-07-22.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/c3b4825Screenshot_2017-04-15-14-07-22.png,239.2,[Screenshot_2017-04-15-14-07-10.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/d8b9f31Screenshot_2017-04-15-14-07-10.png,76,[Screenshot_2017-04-15-14-07-36.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/ea49964Screenshot_2017-04-15-14-07-36.png,,24.114.93.74,3680889904738914388,Edit Submission
2017-04-15 13:10:53,KJz92,32,Valor,272454,[Screenshot_20170415-140827.jpg] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/2b951d2Screenshot_20170415-140827.jpg,8145,[Screenshot_20170415-140839.jpg] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/2b04799Screenshot_20170415-140839.jpg,555.4,[Screenshot_20170415-140855.jpg] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/2ad4a32Screenshot_20170415-140855.jpg,173,[Screenshot_20170415-141021.jpg] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/2acb355Screenshot_20170415-141021.jpg,,24.114.99.15,3680890525191332278,Edit Submission
2017-04-15 13:11:26,Oinky Boinky,35,Mystic,6125147,[Screenshot_20170415-140312.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/4d6a99aScreenshot_20170415-140312.png,18918,[Screenshot_20170415-140350.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/4d27e29Screenshot_20170415-140350.png,1637.8,[Screenshot_20170415-140339.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/4d20674Screenshot_20170415-140339.png,504,[Screenshot_20170415-140625.png] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/4d18ed2Screenshot_20170415-140625.png,,24.114.108.247,3680890867423798404,Edit Submission
2017-04-15 13:15:31,JeDyTy,28,Valor,210601,[IMG_4058.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/40e2db8IMG_4058.PNG,3993,[IMG_4059.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/40a2f39IMG_4059.PNG,569.3,[IMG_4062.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/4081fe5IMG_4062.PNG,154,[IMG_4063.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/408fe84IMG_4063.PNG,,142.169.78.250,3680893310526171448,Edit Submission
2017-04-15 14:20:28,Dtjean,21,Instinct,54260,[IMG_3607.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/a77affbIMG_3607.PNG,644,[IMG_3608.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/fa7643eIMG_3608.PNG,29,[IMG_3610.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/37cd81cIMG_3610.PNG,24,[IMG_3611.PNG] https://s3.amazonaws.com/jotformWidgets/imagePreview/71044378219255/647645fIMG_3611.PNG,,142.169.78.176,3680896286713999732,Edit Submission
