Submission Date,No Label,Username,Level,Team,Your Collector Badge Screenshot:,Collector Badge,No Label 2,IP,Submission ID,Edit Link
2017-07-22 14:33:48,,Blackrosepika,30,Mystic,[Pokémon GO_2017-07-22-14-30-46.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/8b3c15cPok%C3%A9mon%20GO_2017-07-22-14-30-46.png,7070,,24.114.109.29,3765576289295222739,Edit Submission
2017-07-22 14:33:52,,Hashable,33,Instinct,[Screenshot_20170722-143249.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/8f89969Screenshot_20170722-143249.png,8966,,142.169.78.32,3765576322386091506,Edit Submission
2017-07-22 14:33:55,,Mordorlay,34,Instinct,[Pokémon GO_2017-07-22-13-55-41.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/9232507Pok%C3%A9mon%20GO_2017-07-22-13-55-41.png,10545,,142.169.78.96,3765576356983454261,Edit Submission
2017-07-22 14:34:03,,Snootypubert,30,Instinct,[IMG_3581.PNG] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/9aa5718IMG_3581.PNG,,,184.151.246.68,3765576438667421958,Edit Submission
2017-07-22 14:34:05,,Livstar87,33,Instinct,[Screenshot_20170722-135552.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/9c28484Screenshot_20170722-135552.png,9343,,142.169.78.96,3765576456983660060,Edit Submission
2017-07-22 14:34:16,,Cjaottawa,35,Mystic,[Screenshot_20170722-140017.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/a6d140dScreenshot_20170722-140017.png,16874,,72.143.210.81,3765576561803316186,Edit Submission
2017-07-22 14:34:18,,JeDyTy,31,Valor,[IMG_9913.PNG] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/87c9197IMG_9913.PNG,5865,,142.169.78.3,3765576583877492525,Edit Submission
2017-07-22 14:34:28,,168yoface,32,Mystic,[Screenshot_20170722-143403.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/b12fe62Screenshot_20170722-143403.png,,,24.114.108.42,3765576682485548426,Edit Submission
2017-07-22 14:34:32,,JenBeeEh,23,Mystic,[Screenshot_2017-07-22-13-55-21.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/b75354bScreenshot_2017-07-22-13-55-21.png,1348,,72.143.212.228,3765576728228484772,Edit Submission
2017-07-22 14:34:37,,Mordorlay,34,Instinct,[Pokémon GO_2017-07-22-14-30-50.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/bc94478Pok%C3%A9mon%20GO_2017-07-22-14-30-50.png,10594,,142.169.78.96,3765576776984406828,Edit Submission
2017-07-22 14:34:40,,LeafNinjaDawg,38,Instinct,[IMG_1175.PNG] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/bfdc10bIMG_1175.PNG,37490,,24.114.81.27,3765576807212087965,Edit Submission
2017-07-22 14:34:49,,Livstar87,33,Instinct,[Screenshot_20170722-143025.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/c855248Screenshot_20170722-143025.png,9384,,142.169.78.96,3765576896988233878,Edit Submission
2017-07-22 14:35:02,,Lemondrop10,30,Mystic,[IMG_1563.PNG] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/d56c48cIMG_1563.PNG,5942,,142.169.78.214,3765577024124245102,Edit Submission
2017-07-22 14:35:02,,DoritolordN,25,Valor,[IMG_0164.PNG] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/d240f05IMG_0164.PNG,1468,,142.169.78.55,3765577025584589894,Edit Submission
2017-07-22 14:35:06,,Ello021990,30,Valor,[Screenshot_20170722-135933.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/c3b0081Screenshot_20170722-135933.png,,,199.119.233.242,3765577062429176461,Edit Submission
2017-07-22 14:35:15,,JeDyTy,31,Valor,[IMG_9914.PNG] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/e1aabb2IMG_9914.PNG,5902,,142.169.78.3,3765577153878801577,Edit Submission
2017-07-22 14:35:17,,JenBeeEh,23,Mystic,,1379,,72.143.212.228,3765577178224838961,Edit Submission
2017-07-22 14:35:27,,Vj3000ca,34,Instinct,[Screenshot_2017-07-22-13-57-48.jpeg] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/84a22d0Screenshot_2017-07-22-13-57-48.jpeg,15326,,199.7.157.102,3765577272014020635,Edit Submission
2017-07-22 14:35:39,,Cjaottawa,35,Mystic,[Screenshot_20170722-143049.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/fa8bf0aScreenshot_20170722-143049.png,16920,,72.143.210.81,3765577391809407480,Edit Submission
2017-07-22 14:35:48,,JeDyTy,31,Valor,[IMG_9915.PNG] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/03e927bIMG_9915.PNG,5902,,142.169.78.3,3765577483876380802,Edit Submission
2017-07-22 14:35:49,,Bloberticus,30,Instinct,[IMG_6327.PNG] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/049b8f2IMG_6327.PNG,5729,,184.151.246.22,3765577492262464890,Edit Submission
2017-07-22 14:35:50,I only want to enter the random draw,Zephyrina,22,Mystic,,,,24.114.100.3,3765577503009348592,Edit Submission
2017-07-22 14:36:19,,Ello021990,30,Valor,[Screenshot_20170722-143143.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/21e60b8Screenshot_20170722-143143.png,,,199.119.233.242,3765577792428993694,Edit Submission
2017-07-22 14:36:33,,Vj3000ca,34,Instinct,[Screenshot_2017-07-22-14-35-04.jpeg] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/2f20d9eScreenshot_2017-07-22-14-35-04.jpeg,15326,,199.7.157.102,3765577932012655937,Edit Submission
2017-07-22 14:36:53,,drew3687,33,Mystic,[Screenshot_20170722-135744.jpg] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/43e4d97Screenshot_20170722-135744.jpg,9103,,72.143.213.62,3765578132635870864,Edit Submission
2017-07-22 14:37:12,,Coffeelax,32,Instinct,[Screenshot_20170722-143130.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/56b95abScreenshot_20170722-143130.png,,,199.119.233.225,3765578325221151073,Edit Submission
2017-07-22 14:37:30,I only want to enter the random draw,Murphy0406,36,Valor,,,,72.143.209.141,3765578501414747044,Edit Submission
2017-07-22 14:37:34,I only want to enter the random draw,Shemarand,35,Mystic,,,,142.169.78.28,3765578548281044506,Edit Submission
2017-07-22 14:38:06,,drew3687,33,Mystic,[Screenshot_20170722-143050.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/8d0eb71Screenshot_20170722-143050.png,9133,,72.143.213.62,3765578852639924956,Edit Submission
2017-07-22 14:38:41,,OinkyBoinky,37,Mystic,[Screenshot_20170722-143308.png] https://www.jotform.com/widget-uploads/imagePreview/72017688419262/8c29af6Screenshot_20170722-143308.png,26292,,72.143.213.187,3765579207812050127,Edit Submission
